token,20tokens
halloween,birthday:0.25 year:0.2 morning:0.2 thanksgiving:0.2 xmas:0.2 summer:0.16666666666666666 christmas:0.16666666666666666 spring:0.16666666666666666 fall:0.16666666666666666 saturday:0.16666666666666666 sunday:0.16666666666666666 thursday:0.16666666666666666 childhood:0.16666666666666666 friday:0.16666666666666666 may:0.14285714285714285 september:0.14285714285714285 nov:0.14285714285714285 november:0.14285714285714285 holiday:0.14285714285714285 mar:0.14285714285714285 
nostalgia,mood:0.2 melancholy:0.16666666666666666 love:0.16666666666666666 angst:0.14285714285714285 dark:0.14285714285714285 glee:0.14285714285714285 atmosphere:0.14285714285714285 happiness:0.14285714285714285 life:0.14285714285714285 rage:0.14285714285714285 space:0.14285714285714285 raw:0.125 power:0.125 sleep:0.125 concentration:0.125 mode:0.125 vibe:0.1111111111111111 people:0.1111111111111111 old:0.1111111111111111 high:0.1111111111111111 
sweet,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
hockey,golf:0.25 volleyball:0.16666666666666666 basketball:0.16666666666666666 riding:0.16666666666666666 fun:0.14285714285714285 dancing:0.14285714285714285 work:0.14285714285714285 worship:0.14285714285714285 gaming:0.14285714285714285 best:0.125 lift:0.125 throw:0.1111111111111111 congratulation:0.1111111111111111 making:0.1111111111111111 drive:0.1111111111111111 listening:0.1111111111111111 counting:0.1111111111111111 adventure:0.1111111111111111 intro:0.1 calming:0.1 
laid,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
time,fire:0.25 beginning:0.25 wave:0.2 bonfire:0.2 beep:0.2 hap:0.2 touch:0.2 meow:0.16666666666666666 runaway:0.16666666666666666 smile:0.16666666666666666 throw:0.14285714285714285 congratulation:0.14285714285714285 calming:0.14285714285714285 baby:0.14285714285714285 making:0.14285714285714285 take:0.14285714285714285 work:0.14285714285714285 drive:0.14285714285714285 worship:0.14285714285714285 movie:0.14285714285714285 
tyler,modern:0.125 cody:0.125 straight:0.125 closer:0.125 friend:0.125 throwback:0.1111111111111111 christian:0.1111111111111111 zombie:0.1111111111111111 woman:0.1111111111111111 superman:0.1111111111111111 jesus:0.1111111111111111 kid:0.1111111111111111 romeo:0.1111111111111111 beast:0.1111111111111111 great:0.1111111111111111 gangsta:0.1111111111111111 american:0.1111111111111111 teen:0.1111111111111111 korean:0.1 guy:0.1 
creator,jesus:0.25 demon:0.16666666666666666 inspiration:0.14285714285714285 heart:0.1111111111111111 people:0.1 pick:0.1 lit:0.1 like:0.1 dancing:0.1 fire:0.1 wanderlust:0.1 know:0.1 beginning:0.1 obsession:0.1 space:0.1 throwback:0.09090909090909091 korean:0.09090909090909091 melancholy:0.09090909090909091 running:0.09090909090909091 good:0.09090909090909091 
play,golf:0.5 throwback:0.25 korean:0.25 melancholy:0.25 running:0.25 good:0.25 random:0.25 piano:0.25 20:0.25 go:0.25 relaxing:0.25 pop:0.25 classic:0.25 beat:0.25 christian:0.25 best:0.25 musical:0.25 old:0.25 90:0.25 top:0.25 
instrumental,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
life,dark:0.2 atmosphere:0.2 mood:0.2 space:0.2 melancholy:0.16666666666666666 raw:0.16666666666666666 power:0.16666666666666666 love:0.16666666666666666 sleep:0.16666666666666666 concentration:0.16666666666666666 mode:0.16666666666666666 vibe:0.14285714285714285 angst:0.14285714285714285 people:0.14285714285714285 old:0.14285714285714285 high:0.14285714285714285 glee:0.14285714285714285 happiness:0.14285714285714285 nostalgia:0.14285714285714285 today:0.14285714285714285 
kobe,motown:0.3333333333333333 cali:0.3333333333333333 florence:0.3333333333333333 santos:0.3333333333333333 portland:0.3333333333333333 post:0.16666666666666666 rus:0.16666666666666666 holy:0.16666666666666666 top:0.14285714285714285 side:0.14285714285714285 nc:0.14285714285714285 track:0.14285714285714285 california:0.14285714285714285 ok:0.14285714285714285 hell:0.14285714285714285 france:0.14285714285714285 beat:0.125 fireside:0.125 beach:0.125 island:0.125 
soph,freshman:0.3333333333333333 senior:0.25 modern:0.125 straight:0.125 closer:0.125 friend:0.125 throwback:0.1111111111111111 christian:0.1111111111111111 zombie:0.1111111111111111 woman:0.1111111111111111 superman:0.1111111111111111 jesus:0.1111111111111111 kid:0.1111111111111111 romeo:0.1111111111111111 beast:0.1111111111111111 great:0.1111111111111111 gangsta:0.1111111111111111 american:0.1111111111111111 teen:0.1111111111111111 korean:0.1 
rain,throwback:0.25 korean:0.25 melancholy:0.25 running:0.25 good:0.25 random:0.25 piano:0.25 20:0.25 go:0.25 relaxing:0.25 pop:0.25 classic:0.25 beat:0.25 christian:0.25 best:0.25 musical:0.25 old:0.25 90:0.25 top:0.25 blue:0.25 
adventure,work:0.3333333333333333 take:0.25 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 christian:0.2 best:0.2 musical:0.2 old:0.2 90:0.2 
coffee,goody:0.2 stuff:0.16666666666666666 mix:0.16666666666666666 drug:0.16666666666666666 metal:0.14285714285714285 h:0.14285714285714285 tb:0.125 sb:0.125 salsa:0.125 paint:0.125 cd:0.125 snowflake:0.125 la:0.125 water:0.125 jam:0.1111111111111111 acoustic:0.1111111111111111 modern:0.1111111111111111 main:0.1111111111111111 lean:0.1111111111111111 beach:0.1111111111111111 
shop,get:0.3333333333333333 office:0.25 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 christian:0.2 best:0.2 musical:0.2 old:0.2 90:0.2 
basketball,volleyball:0.3333333333333333 riding:0.2 golf:0.2 fun:0.16666666666666666 dancing:0.16666666666666666 work:0.16666666666666666 worship:0.16666666666666666 hockey:0.16666666666666666 gaming:0.16666666666666666 best:0.14285714285714285 lift:0.14285714285714285 throw:0.125 congratulation:0.125 making:0.125 drive:0.125 listening:0.125 counting:0.125 adventure:0.125 intro:0.1111111111111111 calming:0.1111111111111111 
riding,fun:0.25 dancing:0.25 gaming:0.25 volleyball:0.2 work:0.2 worship:0.2 basketball:0.2 golf:0.2 best:0.16666666666666666 lift:0.16666666666666666 hockey:0.16666666666666666 throw:0.14285714285714285 congratulation:0.14285714285714285 making:0.14285714285714285 drive:0.14285714285714285 listening:0.14285714285714285 counting:0.14285714285714285 adventure:0.14285714285714285 intro:0.125 calming:0.125 
xmas,thanksgiving:0.3333333333333333 halloween:0.2 birthday:0.16666666666666666 year:0.14285714285714285 morning:0.14285714285714285 summer:0.125 christmas:0.125 spring:0.125 fall:0.125 saturday:0.125 sunday:0.125 thursday:0.125 childhood:0.125 friday:0.125 may:0.1111111111111111 september:0.1111111111111111 nov:0.1111111111111111 november:0.1111111111111111 holiday:0.1111111111111111 mar:0.1111111111111111 
liked,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
cock,dance:0.25 turn:0.25 spring:0.25 trip:0.25 funk:0.25 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 christian:0.2 best:0.2 
romeo,modern:0.25 straight:0.25 closer:0.25 friend:0.25 throwback:0.2 christian:0.2 zombie:0.2 woman:0.2 superman:0.2 jesus:0.2 kid:0.2 beast:0.2 great:0.2 gangsta:0.2 american:0.2 teen:0.2 korean:0.16666666666666666 guy:0.16666666666666666 girl:0.16666666666666666 drug:0.16666666666666666 
santos,motown:0.3333333333333333 cali:0.3333333333333333 florence:0.3333333333333333 kobe:0.3333333333333333 portland:0.3333333333333333 post:0.16666666666666666 rus:0.16666666666666666 holy:0.16666666666666666 top:0.14285714285714285 side:0.14285714285714285 nc:0.14285714285714285 track:0.14285714285714285 california:0.14285714285714285 ok:0.14285714285714285 hell:0.14285714285714285 france:0.14285714285714285 beat:0.125 fireside:0.125 beach:0.125 island:0.125 
golf,play:0.5 hockey:0.25 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 christian:0.2 best:0.2 musical:0.2 volleyball:0.2 old:0.2 
friend,modern:0.3333333333333333 straight:0.3333333333333333 closer:0.3333333333333333 throwback:0.25 christian:0.25 zombie:0.25 woman:0.25 superman:0.25 jesus:0.25 kid:0.25 romeo:0.25 beast:0.25 great:0.25 gangsta:0.25 american:0.25 teen:0.25 korean:0.2 guy:0.2 girl:0.2 drug:0.2 
red,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
mood,melancholy:0.25 love:0.25 angst:0.2 dark:0.2 glee:0.2 atmosphere:0.2 happiness:0.2 nostalgia:0.2 life:0.2 rage:0.2 space:0.2 raw:0.16666666666666666 power:0.16666666666666666 sleep:0.16666666666666666 concentration:0.16666666666666666 mode:0.16666666666666666 vibe:0.14285714285714285 people:0.14285714285714285 old:0.14285714285714285 high:0.14285714285714285 
download,lift:0.25 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 hit:0.2 random:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 christian:0.2 best:0.2 bus:0.2 musical:0.2 old:0.2 
rainy,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
praise,throwback:0.16666666666666666 korean:0.16666666666666666 melancholy:0.16666666666666666 running:0.16666666666666666 good:0.16666666666666666 random:0.16666666666666666 piano:0.16666666666666666 20:0.16666666666666666 go:0.16666666666666666 relaxing:0.16666666666666666 pop:0.16666666666666666 classic:0.16666666666666666 beat:0.16666666666666666 music:0.16666666666666666 christian:0.16666666666666666 best:0.16666666666666666 musical:0.16666666666666666 old:0.16666666666666666 90:0.16666666666666666 top:0.16666666666666666 
hap,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
today,old:0.2 space:0.2 power:0.16666666666666666 concentration:0.16666666666666666 mode:0.16666666666666666 vibe:0.14285714285714285 people:0.14285714285714285 high:0.14285714285714285 dark:0.14285714285714285 atmosphere:0.14285714285714285 life:0.14285714285714285 mood:0.14285714285714285 throwback:0.125 korean:0.125 melancholy:0.125 running:0.125 good:0.125 random:0.125 piano:0.125 20:0.125 
engagement,calming:0.2 throw:0.16666666666666666 congratulation:0.16666666666666666 making:0.16666666666666666 work:0.16666666666666666 drive:0.16666666666666666 fire:0.16666666666666666 worship:0.16666666666666666 beginning:0.16666666666666666 best:0.14285714285714285 fun:0.14285714285714285 intro:0.14285714285714285 dancing:0.14285714285714285 wave:0.14285714285714285 movie:0.14285714285714285 bonfire:0.14285714285714285 lift:0.14285714285714285 beep:0.14285714285714285 hop:0.14285714285714285 time:0.14285714285714285 
sense,feel:0.3333333333333333 listen:0.3333333333333333 throwback:0.25 korean:0.25 melancholy:0.25 running:0.25 good:0.25 random:0.25 piano:0.25 20:0.25 go:0.25 relaxing:0.25 pop:0.25 classic:0.25 beat:0.25 christian:0.25 best:0.25 musical:0.25 old:0.25 90:0.25 
concentration,mode:0.3333333333333333 high:0.25 space:0.25 power:0.2 vibe:0.16666666666666666 chill:0.16666666666666666 people:0.16666666666666666 old:0.16666666666666666 blue:0.16666666666666666 dark:0.16666666666666666 purple:0.16666666666666666 atmosphere:0.16666666666666666 black:0.16666666666666666 life:0.16666666666666666 red:0.16666666666666666 mood:0.16666666666666666 today:0.16666666666666666 throwback:0.14285714285714285 korean:0.14285714285714285 melancholy:0.14285714285714285 
fuego,beach:0.16666666666666666 island:0.125 top:0.1111111111111111 rock:0.1111111111111111 side:0.1111111111111111 track:0.1111111111111111 hell:0.1111111111111111 stone:0.1111111111111111 throwback:0.1 korean:0.1 melancholy:0.1 running:0.1 good:0.1 random:0.1 piano:0.1 20:0.1 go:0.1 relaxing:0.1 pop:0.1 classic:0.1 
tropical,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
21,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
club,throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 christian:0.2 best:0.2 musical:0.2 old:0.2 90:0.2 top:0.2 blue:0.2 
papa,pop:1.0 dad:1.0 mom:0.2 modern:0.1111111111111111 straight:0.1111111111111111 closer:0.1111111111111111 friend:0.1111111111111111 throwback:0.1 sarah:0.1 christian:0.1 zombie:0.1 woman:0.1 baby:0.1 superman:0.1 jesus:0.1 kid:0.1 romeo:0.1 beast:0.1 great:0.1 gangsta:0.1 
rage,throwback:0.25 korean:0.25 melancholy:0.25 running:0.25 good:0.25 random:0.25 piano:0.25 20:0.25 go:0.25 relaxing:0.25 pop:0.25 classic:0.25 beat:0.25 christian:0.25 best:0.25 musical:0.25 old:0.25 90:0.25 top:0.25 blue:0.25 
misty,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
beast,female:0.5 young:0.5 throwback:0.3333333333333333 modern:0.25 straight:0.25 closer:0.25 friend:0.25 christian:0.2 zombie:0.2 woman:0.2 superman:0.2 jesus:0.2 kid:0.2 romeo:0.2 great:0.2 gangsta:0.2 american:0.2 teen:0.2 korean:0.16666666666666666 guy:0.16666666666666666 
mode,concentration:0.3333333333333333 high:0.25 space:0.25 power:0.2 vibe:0.16666666666666666 chill:0.16666666666666666 people:0.16666666666666666 old:0.16666666666666666 blue:0.16666666666666666 dark:0.16666666666666666 purple:0.16666666666666666 atmosphere:0.16666666666666666 black:0.16666666666666666 life:0.16666666666666666 red:0.16666666666666666 mood:0.16666666666666666 today:0.16666666666666666 throwback:0.14285714285714285 korean:0.14285714285714285 melancholy:0.14285714285714285 
lost,people:0.5 throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 
translation,note:0.3333333333333333 music:0.125 tune:0.1111111111111111 people:0.1111111111111111 classical:0.1111111111111111 vocal:0.1111111111111111 praise:0.1111111111111111 space:0.1111111111111111 throwback:0.1 korean:0.1 melancholy:0.1 running:0.1 good:0.1 random:0.1 piano:0.1 20:0.1 go:0.1 relaxing:0.1 pop:0.1 classic:0.1 
gaming,fun:0.3333333333333333 dancing:0.3333333333333333 work:0.25 worship:0.25 riding:0.25 best:0.2 lift:0.2 volleyball:0.16666666666666666 throw:0.16666666666666666 congratulation:0.16666666666666666 making:0.16666666666666666 drive:0.16666666666666666 listening:0.16666666666666666 counting:0.16666666666666666 adventure:0.16666666666666666 basketball:0.16666666666666666 golf:0.16666666666666666 intro:0.14285714285714285 calming:0.14285714285714285 workout:0.14285714285714285 
stand,trap:0.25 machine:0.25 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 ski:0.2 random:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 christian:0.2 best:0.2 musical:0.2 old:0.2 
latino,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
holy,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
emmy,music:0.14285714285714285 tune:0.125 people:0.125 classical:0.125 vocal:0.125 praise:0.125 space:0.125 throwback:0.1111111111111111 korean:0.1111111111111111 melancholy:0.1111111111111111 running:0.1111111111111111 good:0.1111111111111111 random:0.1111111111111111 piano:0.1111111111111111 20:0.1111111111111111 go:0.1111111111111111 relaxing:0.1111111111111111 pop:0.1111111111111111 classic:0.1111111111111111 beat:0.1111111111111111 
freestyle,movie:0.16666666666666666 wedding:0.14285714285714285 musical:0.14285714285714285 fire:0.14285714285714285 beginning:0.14285714285714285 throw:0.125 congratulation:0.125 calming:0.125 making:0.125 wave:0.125 work:0.125 drive:0.125 worship:0.125 bonfire:0.125 rave:0.125 beep:0.125 time:0.125 hap:0.125 engagement:0.125 touch:0.125 
obsession,wanderlust:0.2 people:0.14285714285714285 fire:0.14285714285714285 beginning:0.14285714285714285 space:0.14285714285714285 throwback:0.125 korean:0.125 melancholy:0.125 running:0.125 good:0.125 random:0.125 piano:0.125 20:0.125 go:0.125 relaxing:0.125 pop:0.125 classic:0.125 beat:0.125 music:0.125 christian:0.125 
island,beach:0.2 top:0.16666666666666666 rock:0.16666666666666666 side:0.16666666666666666 track:0.16666666666666666 hell:0.16666666666666666 stone:0.16666666666666666 throwback:0.14285714285714285 korean:0.14285714285714285 melancholy:0.14285714285714285 running:0.14285714285714285 good:0.14285714285714285 random:0.14285714285714285 piano:0.14285714285714285 20:0.14285714285714285 go:0.14285714285714285 relaxing:0.14285714285714285 pop:0.14285714285714285 classic:0.14285714285714285 beat:0.14285714285714285 
bedroom,john:0.3333333333333333 hotel:0.16666666666666666 house:0.16666666666666666 classic:0.14285714285714285 paisley:0.14285714285714285 office:0.14285714285714285 road:0.14285714285714285 mine:0.14285714285714285 pool:0.14285714285714285 pill:0.14285714285714285 silk:0.14285714285714285 bethel:0.14285714285714285 gym:0.125 dance:0.125 trap:0.125 rock:0.125 camp:0.125 paint:0.125 movie:0.125 machine:0.125 
real,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
mum,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
graduation,traveling:0.14285714285714285 vibration:0.14285714285714285 progress:0.14285714285714285 snowboarding:0.125 hit:0.1111111111111111 ride:0.1111111111111111 throw:0.1111111111111111 congratulation:0.1111111111111111 making:0.1111111111111111 work:0.1111111111111111 drive:0.1111111111111111 worship:0.1111111111111111 trip:0.1111111111111111 kick:0.1111111111111111 stretching:0.1111111111111111 best:0.1 fun:0.1 intro:0.1 dancing:0.1 calming:0.1 
lady,woman:0.5 girl:0.3333333333333333 sarah:0.25 guy:0.2 modern:0.2 straight:0.2 closer:0.2 friend:0.2 throwback:0.16666666666666666 christian:0.16666666666666666 zombie:0.16666666666666666 superman:0.16666666666666666 jesus:0.16666666666666666 kid:0.16666666666666666 romeo:0.16666666666666666 beast:0.16666666666666666 great:0.16666666666666666 gangsta:0.16666666666666666 american:0.16666666666666666 teen:0.16666666666666666 
gaga,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
hangout,fireside:0.3333333333333333 middle:0.3333333333333333 top:0.16666666666666666 side:0.16666666666666666 track:0.16666666666666666 hell:0.16666666666666666 beat:0.14285714285714285 beach:0.14285714285714285 post:0.14285714285714285 rus:0.14285714285714285 holy:0.14285714285714285 island:0.14285714285714285 motown:0.125 cali:0.125 rock:0.125 nc:0.125 california:0.125 ok:0.125 florence:0.125 kobe:0.125 
touch,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 rap:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 
freshman,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
jazz,throwback:0.16666666666666666 korean:0.16666666666666666 melancholy:0.16666666666666666 running:0.16666666666666666 good:0.16666666666666666 random:0.16666666666666666 piano:0.16666666666666666 20:0.16666666666666666 go:0.16666666666666666 relaxing:0.16666666666666666 pop:0.16666666666666666 classic:0.16666666666666666 beat:0.16666666666666666 music:0.16666666666666666 christian:0.16666666666666666 best:0.16666666666666666 musical:0.16666666666666666 old:0.16666666666666666 90:0.16666666666666666 top:0.16666666666666666 
hi,praise:0.16666666666666666 music:0.14285714285714285 list:0.14285714285714285 update:0.14285714285714285 tune:0.125 people:0.125 classical:0.125 playlist:0.125 vocal:0.125 space:0.125 throwback:0.1111111111111111 korean:0.1111111111111111 melancholy:0.1111111111111111 running:0.1111111111111111 good:0.1111111111111111 random:0.1111111111111111 rap:0.1111111111111111 piano:0.1111111111111111 20:0.1111111111111111 go:0.1111111111111111 
space,settle:0.3333333333333333 middle:0.3333333333333333 stuff:0.25 power:0.25 lift:0.25 concentration:0.25 mode:0.25 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 vibe:0.2 hit:0.2 random:0.2 people:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 
portland,motown:0.3333333333333333 cali:0.3333333333333333 florence:0.3333333333333333 kobe:0.3333333333333333 santos:0.3333333333333333 rus:0.16666666666666666 nc:0.14285714285714285 california:0.14285714285714285 ok:0.14285714285714285 post:0.14285714285714285 holy:0.14285714285714285 france:0.14285714285714285 top:0.125 side:0.125 fireside:0.125 track:0.125 hangout:0.125 middle:0.125 hell:0.125 beat:0.1111111111111111 
